"garage_id","garage_name","latitude","longitude","open_time","close_time","address","garage_website","phone","image"
"8f60a3e8-bb43-463f-b5ec-4510bbba77a6",Công Nghệ Auto,21.070026,105.809726,08:30:00,17:30:00,"23 Đ. Nguyễn Hoàng Tôn, Xuân La, Tây Hồ, Hà Nội, Việt Nam",https://www.facebook.com/congngheautotrungspacy,"02438562888",https://lh3.googleusercontent.com/p/AF1QipPrX0lK58kLFu3Da65MMinaoy8z6b-afPCV2ksV=s0; https://lh3.googleusercontent.com/p/AF1QipPKjquDR2BEjUTeBzwRNYx-W5AsLE52_rMkde-G=s0; https://lh3.googleusercontent.com/p/AF1QipPEtwNg-tpPTGjJRseu_n_WAMlovzq08r0v9TDN=s0
"54481bd2-4422-4da5-9786-968c92aebe31",HD Auto - Gara sửa chữa ô tô uy tín,21.056019,105.806207,08:30:00,17:30:00,"Ng. 158 Đ. Võ Chí Công, Xuân La, Tây Hồ, Hà Nội, Việt Nam",https://www.facebook.com/huydinhauto/,"0366559669",https://lh3.googleusercontent.com/p/AF1QipOppKQQtPJWB30BLbYr7Bbldug8INTAJTqhmk6w=s0; https://lh3.googleusercontent.com/p/AF1QipO8xKQk1w0xopdGjMwEwd42RogIUpkc3rhu8HOS=s0; https://lh3.googleusercontent.com/p/AF1QipOhYXwVLfkYNjAtvkklXE8j1LTrUQGuduRvk38e=s0
d8758604-5ad7-4559-ba17-0af7578b90d2,HZ AUTO,21.029849,105.758914,08:30:00,17:30:00,"121 P. Nguyễn Văn Giáp, Cầu Diễn, Nam Từ Liêm, Hà Nội 100000, Việt Nam",https://www.facebook.com/GarageHzauto/,"0989078616",https://lh3.googleusercontent.com/p/AF1QipPnBpAxk6s3ygZeqLggM70uGmh5opeJyeCiDKIQ=s0; https://lh3.googleusercontent.com/p/AF1QipOkAILRIldpmSIxtyZP7_qKqm5MB-wHAJTtoXdH=s0; https://lh3.googleusercontent.com/p/AF1QipPLuISwmakrGYae7kzkTqqFbcPm1JoSrOmeEE-5=s0
"7bab1522-b997-42d1-a43c-159efdf061ac", Auto Thành Tâm,21.035962,105.870075,08:30:00,17:30:00,"Ngõ 199 P. Phú Viên, Bồ Đề, Long Biên, Hà Nội, Việt Nam",https://www.facebook.com/profile.php?id=100088090515374,"0917517588",https://lh3.googleusercontent.com/p/AF1QipNeZy8jk42n96mDxN2GW_hJzu_QBm1G2b4U_NHo=s0; https://lh3.googleusercontent.com/p/AF1QipM_mhXP92cCbIP3xe-v-5tOdseRw7X4bvrROum1=s0; https://lh3.googleusercontent.com/p/AF1QipOgbdAbwLidis8GIrQLoHWifL5SPMcZZNauq8Dh=s0
"616f645a-119d-4f06-86aa-ca118b056c6b",Gara VIco,21.045277,105.738787,08:30:00,17:30:00," Lô A2-CN3 Khu công nghiệp Từ Liêm, Phường Minh Khai, Từ Liêm, Hà Nội", https://www.facebook.com/viautovn, 0936 680 115 ,https://lh3.googleusercontent.com/p/AF1QipOutjMd2JpCozwBXUKx3MVw5BnkNrKiL1lq8BHi=s0; https://lh3.googleusercontent.com/p/AF1QipPXElMMHYh-1Q7j8U_OWU_X6IgauHD5j4P0Hzi7=s0; https://lh3.googleusercontent.com/p/AF1QipP_Da7DClslRb2e7YEffIpU40CXH2YuCiE9xHsp=s0
"5cc60a59-1fd8-4fac-98fd-35d40f61e0a1",SmartCar Service,21.083639,105.785583,08:30:00,17:30:00,"96 Đ. Tân Xuân, Nhật Tảo, Bắc Từ Liêm, Hà Nội, Việt Nam",https://www.facebook.com/SmartCarService.98TanXuan,"0981894889",https://lh3.googleusercontent.com/p/AF1QipP6QHPPAxn2ScU8IzjGRRDuzrrP--T2PKjd1OI=s0; https://lh3.googleusercontent.com/p/AF1QipPaLQTIb3ZDTMKQl23iEhQw4aoJ_VYENTyUpsw=s0; https://lh3.googleusercontent.com/p/AF1QipNHOJhvDc10VjAxcx-QRCl0dmTa_DWdZHKsNYoI=s0
ec74da02-066f-4706-8eb0-79a8c994a15b, Gara Hà Thành,21.059389,105.804666,08:30:00,17:30:00,"500 Đ. Võ Chí Công, Xuân La, Tây Hồ, Hà Nội 100000, Việt Nam", https://www.facebook.com/HaThanh.CarSpa/,"0818680505",https://lh3.googleusercontent.com/p/AF1QipOF97Go7GKYF66fknGvJuQ2x17eamWxVOZIsHyL=s0; https://lh3.googleusercontent.com/p/AF1QipP0trRkngAKb6zafJvRFk1iSECpvWpr-neSjx3a=s0; https://lh3.googleusercontent.com/p/AF1QipOwfrEsrsOkMOixyUxkUKDHk2OHqkdFZp_kq9eg=s0
"2b2c0c08-59c3-44e6-865d-66c0e37cf169",Gara Ô tô Trung Kiên,20.971915,105.8293694,08:30:00,17:30:00,"72 P. Đặng Xuân Bảng, Đại Kim, Hoàng Mai, Hà Nội 100000, Việt Nam",https://www.facebook.com/garaototrungkien/,"0987432106",https://lh3.googleusercontent.com/p/AF1QipN4rm9N3K5RF8om0x0o77fSf63Ads4MkVNFZOzq=s0; https://lh3.googleusercontent.com/p/AF1QipMZoK9MR8GSTLPD49RtACHk2zEBMBxSpuRUklFy=s0; https://lh3.googleusercontent.com/p/AF1QipMOL6QFjUt672PgjParUqfULMpjlF0ericFWI2F=s0
d2afda4b-f0e3-4bf3-b46c-5fda83ae52bc,Gara Quang Đức,20.975379,105.841075,08:30:00,17:30:00,"1075 Giải Phóng, Định Công, Hoàng Mai, Hà Nội, Việt Nam",https://www.facebook.com/profile.php?id=100059316040740,"0962677726",https://lh3.googleusercontent.com/p/AF1QipO5GpdJZouFcfHetElF_ifXtp5NOu8o6WQLgKdW=s0; https://lh3.googleusercontent.com/p/AF1QipNDuKQtnp7mPK3fODdsShQ5QBvGEy2h4DNvFP9j=s0; https://lh3.googleusercontent.com/p/AF1QipOG2xvH6ySrjlGZ1oVuYxVDFZ4z5PW4NFMBj33X=s0
a30a84b8-edf0-484f-acd2-267de1f738c0,Gara Thành,21.042239,105.782344,08:30:00,17:30:00,"120 P. Trần Quốc Hoàn, Dịch Vọng Hậu, Cầu Giấy, Hà Nội, Việt Nam",https://www.facebook.com/gara.thanhmerc,"0974349911",https://lh3.googleusercontent.com/p/AF1QipP87VMkhFlHRy18-Q-WZPTd1X_qnj7ZWF3vxwp2=s0; https://lh3.googleusercontent.com/p/AF1QipP9XTu-YKTlP4lpNq3xMjbK_d97_Wdj8Ii4eOlx=s0; https://lh3.googleusercontent.com/p/AF1QipP2dLZWWtWIg7bF7dW79pVjN4YEXWnvPCBUOnqH=s0	
